Project,Plot,Date,Names,N_distance,top_layer,soil_surface,E_distance,top_layer,soil_surface,notes
DISES,DC074,8/10/23,"AED, LN, CP",3,SH,S,3,PF,S,
DISES,DC074,8/10/23,"AED, LN, CP",3.5,SH,S,3.5,PF,HL,
DISES,DC074,8/10/23,"AED, LN, CP",4,SH,WL,4,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",4.5,SH,WL,4.5,SH,S,
DISES,DC074,8/10/23,"AED, LN, CP",5,SH,HL,5,SH,S,
DISES,DC074,8/10/23,"AED, LN, CP",5.5,SH,WL,5.5,NP,HL,
DISES,DC074,8/10/23,"AED, LN, CP",6,SH,S,6,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",6.5,T,HL,6.5,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",7,SH,R,7,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",7.5,SH,S,7.5,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",8,SH,S,8,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",8.5,SH,R,8.5,SH,S,
DISES,DC074,8/10/23,"AED, LN, CP",9,SH,S,9,NP,S,
DISES,DC074,8/10/23,"AED, LN, CP",9.5,NP,R,9.5,SH,S,
DISES,DC074,8/10/23,"AED, LN, CP",10,SH,HL,10,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",10.5,SH,HL,10.5,T,HL,
DISES,DC074,8/10/23,"AED, LN, CP",11,SH,WL,11,SH,HL,
DISES,DC074,8/10/23,"AED, LN, CP",11.5,SH,HL,11.5,PF,HL,
DISES,DC074,8/10/23,"AED, LN, CP",12,SH,WL,12,PF,S,
DISES,DC074,8/10/23,"AED, LN, CP",12.5,SH,R,12.5,SH,S,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",0.5,NP,R,0.5,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",1,SH,HL,1,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",1.5,SH,R,1.5,PF,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",2,T,R,2,NP,WL,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",2.5,PG,HL,2.5,NP,WL,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",3,SH,S,3,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",3.5,NP,R,3.5,PF,B-PF,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",4,NP,R,4,PF,S,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",4.5,SH,HL,4.5,PF,WL,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",5,SH,WL,5,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",5.5,SH,HL,5.5,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",6,SH,R,6,T,B-PF,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",6.5,PF,B-SH,6.5,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",7,SH,R,7,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",7.5,SH,HL,7.5,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",8,NP,R,8,NP,HL,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",8.5,SH,B-SH,8.5,NP,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",9,SH,HL,9,PG,R,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",9.5,SH,HL,9.5,T,HL,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",10,NP,R,10,T,HL,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",10.5,PF,HL,10.5,T,HL,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",11,PF,R,11,T,S,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",11.5,PF,HL,11.5,NP,S,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",12,NP,HL,12,NP,T,
NOAA,NOAA097,07/05/23,"MR(SG,LN)",12.5,NP,R,12.5,NP,R,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",0.5,SH,HL,0.5,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",1,SH,WL,1,AG,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",1.5,NP,WL,1.5,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",2,SH,WL,2,NP,S,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",2.5,SH,HL,2.5,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",3,SH,HL,3,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",3.5,SH,HL,3.5,AG,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",4,SH,HL,4,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",4.5,SH,HL,4.5,NP,WL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",5,SH,R,5,NP,WL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",5.5,NP,S,5.5,NP,S,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",6,NP,WL,6,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",6.5,NP,S,6.5,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",7,NP,HL,7,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",7.5,NP,R,7.5,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",8,NP,S,8,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",8.5,SH,R,8.5,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",9,SH,HL,9,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",9.5,SH,HL,9.5,NP,S,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",10,SH,HL,10,NP,S,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",10.5,SH,HL,10.5,NP,WL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",11,SH,HL,11,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",11.5,SH,HL,11.5,NP,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",12,NP,WL,12,T,HL,
DISES,DN006,07/10/23,"MB( LN,CP,SG)",12.5,NP,HL,12.5,T,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",0.5,PG,R,0.5,NP,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",1,PG,HL,1,PG,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",1.5,PG,HL,1.5,NP,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",2,PG,R,2,NP,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",2.5,PG,HL,2.5,PG,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",3,PG,HL,3,NP,R,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",3.5,PG,HL,3.5,NP,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",4,PG,HL,4,PG,WL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",4.5,PG,HL,4.5,PG,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",5,NP,HL,5,NP,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",5.5,NP,HL,5.5,PG,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",6,PG,HL,6,NP,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",6.5,SH,R,6.5,NP,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",7,SH,HL,7,NP,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",7.5,SH,HL,7.5,NP,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",8,PG,HL,8,PG,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",8.5,PG,HL,8.5,NP,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",9,PG,R,9,NP,HL,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",9.5,NP,HL,9.5,PG,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",10,NP,HL,10,PG,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",10.5,PG,S,10.5,NP,R,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",11,PG,HL,11,NP,R,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",11.5,NP,HL,11.5,PG,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",12,PG,HL,12,NP,S,
DISES,DN053,07/20/23,"AG(CP,OS,MA)",12.5,NP,HL,12.5,NP,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",0.5,PG,S,0.5,AG,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",1,AG,HL,1,AG,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",1.5,AG,HL,1.5,AG,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",2,NP,S,2,AG,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",2.5,HL,S,2.5,NP,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",3,AG,HL,3,AG,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",3.5,AG,S,3.5,AG,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",4,AG,S,4,T,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",4.5,AG,HL,4.5,NP,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",5,AG,HL,5,NP,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",5.5,AG,WL,5.5,NP,R,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",6,NP,HL,6,T,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",6.5,PG,WL,6.5,T,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",7,PG,HL,7,T,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",7.5,PG,S,7.5,T,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",8,PG,HL,8,NP,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",8.5,NP,S,8.5,AG,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",9,AG,HL,9,NP,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",9.5,AG,S,9.5,AG,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",10,PG,S,10,NP,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",10.5,PG,HL,10.5,AG,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",11,PG,HL,11,AG,HL,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",11.5,NP,HL,11.5,AG,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",12,NP,HL,12,AG,S,
DISES,DN037,07/19/23,"MA( AG, CP, OS) ",12.5,NP,HL,12.5,AG,S,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",0.5,T,HL,0.5,PG,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",1,PG,HL,1,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",1.5,NP,S,1.5,NP,WL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",2,PG,S,2,PG,B-PG,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",2.5,NP,HL,2.5,PG,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",3,PG,S,3,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",3.5,NP,WL,3.5,PG,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",4,NP,S,4,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",4.5,NP,WL,4.5,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",5,NP,HL,5,PG,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",5.5,PG,HL,5.5,PG,B-PG,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",6,PG,HL,6,PG,S,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",6.5,PG,HL,6.5,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",7,NP,WL,7,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",7.5,PG,HL,7.5,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",8,PG,B-PG,8,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",8.5,NP,HL,8.5,NP,R,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",9,PG,HL,9,NP,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",9.5,NP,WL,9.5,NP,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",10,NP,WL,10,PG,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",10.5,PG,WHL,10.5,NP,WL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",11,NP,HL,11,NP,WL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",11.5,NP,WL,11.5,NP,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",12,PG,B-PG,12,PG,HL,
NOAA,NOAA004,07/24/23,"CP( MA, OS, AG) ",12.5,NP,S,12.5,NP,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",0.5,NP,S,0.5,T,HL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",1,NP,S,1,AF,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",1.5,NP,S,1.5,PG,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",2,NP,R,2,PG,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",2.5,NP,WL,2.5,PG,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",3,AG,S,3,NP,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",3.5,AF,WL,3.5,PG,R,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",4,T,WL,4,PG,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",4.5,T,HL,4.5,NP,R,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",5,T,HL,5,NP,R,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",5.5,T,S,5.5,NP,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",6,T,S,6,NP,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",6.5,NP,S,6.5,NP,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",7,T,S,7,NP,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",7.5,NP,S,7.5,NP,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",8,PG,WL,8,AG,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",8.5,PG,WL,8.5,NP,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",9,NP,HL,9,NP,WL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",9.5,NP,S,9.5,AF,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",10,NP,S,10,AG,R,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",10.5,PG,S,10.5,NP,HL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",11,NP,S,11,T,HL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",11.5,NP,HL,11.5,NP,HL,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",12,NP,S,12,T,S,
NOAA,NOAA014,07/23/23,"OS(AG, CP, MA)",12.5,PG,WL,12.5,T,S,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",0.5,NP,R,0.5,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",1,AG,S,1,T,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",1.5,NP,S,1.5,T,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",2,AG,S,2,T,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",2.5,NP,S,2.5,NP,S,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",3,PF,HL,3,NP,S,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",3.5,NP,HL,3.5,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",4,SH,HL,4,NP,WL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",4.5,NP,HL,4.5,NP,WL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",5,NP,S,5,AG,WL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",5.5,NP,S,5.5,SH,R,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",6,NP,S,6,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",6.5,NP,S,6.5,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",7,NP,HL,7,NP,S,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",7.5,SH,S,7.5,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",8,NP,HL,8,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",8.5,NP,S,8.5,NP,WL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",9,NP,S,9,SH,R,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",9.5,NP,HL,9.5,SH,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",10,SH,S,10,PF,R,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",10.5,AG,S,10.5,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",11,SH,HL,11,NP,HL,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",11.5,PG,S,11.5,NP,S,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",12,NP,HL,12,NP,S,
DISES,DN023,07/20/23,"OS(AG, CP, MA)",12.5,NP,S,12.5,NP,S,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",0.5,T,WL,0.5,T,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",1,T,HL,1,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",1.5,NP,HL,1.5,PG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",2,NP,HL,2,PG,R,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",2.5,NP,HL,2.5,PG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",3,NP,HL,3,T,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",3.5,NP,HL,3.5,PG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",4,NP,WL,4,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",4.5,NP,WL,4.5,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",5,NP,HL,5,PG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",5.5,NP,HL,5.5,PG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",6,NP,HL,6,PF,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",6.5,NP,HL,6.5,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",7,NP,HL,7,NP,R,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",7.5,NP,WL,7.5,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",8,NP,R,8,T,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",8.5,NP,HL,8.5,AG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",9,NP,HL,9,AG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",9.5,AG,HL,9.5,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",10,NP,HL,10,AG,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",10.5,PG,HL,10.5,T,R,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",11,PG,HL,11,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",11.5,AF,HL,11.5,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",12,NP,HL,12,NP,HL,
DISES,DN059,08/23/23,"KN( ER, MA, MB, MS) ",12.5,NP,HL,12.5,NP,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",0.5,NP,HL,0.5,AF,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",1,NP,HL,1,NP,WL,
DISES,DN027,08/18/23,"ER( LN, KN)",1.5,NP,HL,1.5,AG,R,
DISES,DN027,08/18/23,"ER( LN, KN)",2,NP,R,2,NP,WL,
DISES,DN027,08/18/23,"ER( LN, KN)",2.5,NP,HL,2.5,T,B-T,
DISES,DN027,08/18/23,"ER( LN, KN)",3,NP,HL,3,AF,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",3.5,NP,HL,3.5,NP,R,
DISES,DN027,08/18/23,"ER( LN, KN)",4,T,R,4,AF,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",4.5,NP,HL,4.5,NP,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",5,T,B-T,5,NP,R,
DISES,DN027,08/18/23,"ER( LN, KN)",5.5,NP,HL,5.5,NP,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",6,NP,HL,6,T,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",6.5,NP,HL,6.5,T,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",7,NP,HL,7,NP,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",7.5,NP,WL,7.5,T,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",8,NP,WL,8,T,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",8.5,NP,HL,8.5,NP,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",9,SH,HL,9,NP,R,
DISES,DN027,08/18/23,"ER( LN, KN)",9.5,NP,R,9.5,NP,R,
DISES,DN027,08/18/23,"ER( LN, KN)",10,NP,HL,10,NP,R,
DISES,DN027,08/18/23,"ER( LN, KN)",10.5,SH,WL,10.5,NP,HL,
DISES,DN027,08/18/23,"ER( LN, KN)",11,SH,HL,11,SH,WL,
DISES,DN027,08/18/23,"ER( LN, KN)",11.5,SH,R,11.5,SH,R,
DISES,DN027,08/18/23,"ER( LN, KN)",12,SH,HL,12,SH,R,
DISES,DN027,08/18/23,"ER( LN, KN)",12.5,NP,HL,12.5,NP,HL,
DISES,DN042,08/17/23,KN,0.5,NP,WL,0.5,NP,HL,
DISES,DN042,08/17/23,KN,1,NP,HL,1,NP,S,
DISES,DN042,08/17/23,KN,1.5,NP,HL,1.5,NP,S,
DISES,DN042,08/17/23,KN,2,NP,HL,2,NP,S,
DISES,DN042,08/17/23,KN,2.5,NP,HL,2.5,NP,S,
DISES,DN042,08/17/23,KN,3,NP,WL,3,NP,HL,
DISES,DN042,08/17/23,KN,3.5,NP,HL,3.5,NP,S,
DISES,DN042,08/17/23,KN,4,NP,HL,4,NP,S,
DISES,DN042,08/17/23,KN,4.5,NP,HL,4.5,NP,HL,
DISES,DN042,08/17/23,KN,5,NP,HL,5,NP,HL,
DISES,DN042,08/17/23,KN,5.5,NP,HL,5.5,NP,HL,
DISES,DN042,08/17/23,KN,6,NP,HL,6,NP,WL,
DISES,DN042,08/17/23,KN,6.5,NP,HL,6.5,NP,WL,
DISES,DN042,08/17/23,KN,7,NP,WL,7,NP,HL,
DISES,DN042,08/17/23,KN,7.5,NP,HL,7.5,NP,HL,
DISES,DN042,08/17/23,KN,8,NP,HL,8,NP,HL,
DISES,DN042,08/17/23,KN,8.5,NP,WL,8.5,NP,HL,
DISES,DN042,08/17/23,KN,9,PF,HL,9,NP,HL,
DISES,DN042,08/17/23,KN,9.5,NP,HL,9.5,NP,HL,
DISES,DN042,08/17/23,KN,10,NP,HL,10,T,HL,
DISES,DN042,08/17/23,KN,10.5,NP,HL,10.5,NP,HL,
DISES,DN042,08/17/23,KN,11,NP,HL,11,NP,HL,
DISES,DN042,08/17/23,KN,11.5,NP,HL,11.5,NP,HL,
DISES,DN042,08/17/23,KN,12,NP,HL,12,NP,HL,
DISES,DN042,08/17/23,KN,12.5,NP,WL,12.5,NP,WL,
DISES,DC079,08/15/23,"AED( CP,MA) ",0.5,SH,HL,0.5,PG,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",1,SH,HL,1,AG,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",1.5,SH,HL,1.5,AG,S,
DISES,DC079,08/15/23,"AED( CP,MA) ",2,SH,HL,2,AG,R,
DISES,DC079,08/15/23,"AED( CP,MA) ",2.5,SH,HL,2.5,AG,R,
DISES,DC079,08/15/23,"AED( CP,MA) ",3,SH,HL,3,NP,R,
DISES,DC079,08/15/23,"AED( CP,MA) ",3.5,SH,HL,3.5,AG,R,
DISES,DC079,08/15/23,"AED( CP,MA) ",4,SH,R,4,PF,S,
DISES,DC079,08/15/23,"AED( CP,MA) ",4.5,AG,R,4.5,AG,R,
DISES,DC079,08/15/23,"AED( CP,MA) ",5,AG,R,5,AG,S,
DISES,DC079,08/15/23,"AED( CP,MA) ",5.5,AG,R,5.5,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",6,NP,R,6,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",6.5,PG,R,6.5,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",7,PG,R,7,PG,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",7.5,PG,R,7.5,SH,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",8,PG,S,8,SH,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",8.5,PG,S,8.5,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",9,NP,S,9,T,WL,
DISES,DC079,08/15/23,"AED( CP,MA) ",9.5,PF,S,9.5,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",10,PF,HL,10,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",10.5,NP,HL,10.5,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",11,AG,HL,11,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",11.5,PG,HL,11.5,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",12,SH,S,12,T,HL,
DISES,DC079,08/15/23,"AED( CP,MA) ",12.5,SH,HL,12.5,T,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",0.5,SH,WL,0.5,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",1,SH,WL,1,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",1.5,PF,WL,1.5,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",2,T,HL,2,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",2.5,T,HL,2.5,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",3,T,HL,3,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",3.5,PF,HL,3.5,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",4,T,HL,4,PF,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",4.5,T,HL,4.5,SH,HL,
DISES,DN026,08/09/23,"AED(LN, CP) ",5,PF,HL,5,SH,HL,
