Project,Plot,Date,Names,N_distance,top_layer,soil_surface,E_distance,top_layer,soil_surface,notes
EOCTRI,DC008,6/10/23,"SG(MR,LN)",8,NP,B-SH,8,NP,B-SH,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",8.5,NP,B-SH,8.5,NP,WL,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",9,T,B-SH,9,NP,WL,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",9.5,NP,WL,9.5,NP,WL,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",10,NP,WL,10,NP,WL,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",10.5,NP,S,10.5,NP,S,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",11,T,WL,11,NP,S,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",11.5,T,WL,11.5,NP,WL,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",12,NP,WL,12,NP,WL,
EOCTRI,DC008,6/10/23,"SG(MR,LN)",12.5,NP,WL,12.5,NP,S,
DISES,DN034,5/22/23,LN,0.5,NP,S,0.5,SH,HL,
DISES,DN034,5/22/23,LN,1,NP,S,1,NP,S,
DISES,DN034,5/22/23,LN,1.5,NP,S,1.5,NP,HL,
DISES,DN034,5/22/23,LN,2,NP,S,2,NP,S,
DISES,DN034,5/22/23,LN,2.5,NP,S,2.5,NP,B-SH,
DISES,DN034,5/22/23,LN,3,NP,HL,3,SH,S,
DISES,DN034,5/22/23,LN,3.5,NP,S,3.5,NP,HL,
DISES,DN034,5/22/23,LN,4,NP,S,4,NP,S,
DISES,DN034,5/22/23,LN,4.5,NP,HL,4.5,NP,HL,
DISES,DN034,5/22/23,LN,5,NP,S,5,NP,WL,
DISES,DN034,5/22/23,LN,5.5,NP,S,5.5,NP,S,
DISES,DN034,5/22/23,LN,6,T,HL,6,NP,HL,
DISES,DN034,5/22/23,LN,6.5,NP,HL,6.5,NP,WL,
DISES,DN034,5/22/23,LN,7,NP,S,7,NP,WL,
DISES,DN034,5/22/23,LN,7.5,NP,HL,7.5,NP,HL,
DISES,DN034,5/22/23,LN,8,NP,WL,8,NP,WL,
DISES,DN034,5/22/23,LN,8.5,SH,HL,8.5,SH,HL,
DISES,DN034,5/22/23,LN,9,SH,HL,9,SH,HL,
DISES,DN034,5/22/23,LN,9.5,NP,HL,9.5,SH,HL,
DISES,DN034,5/22/23,LN,10,NP,HL,10,SH,HL,
DISES,DN034,5/22/23,LN,10.5,SH,WL,10.5,SH,HL,
DISES,DN034,5/22/23,LN,11,SH,HL,11,NP,HL,
DISES,DN034,5/22/23,LN,11.5,SH,HL,11.5,SH,HL,
DISES,DN034,5/22/23,LN,12,SH,HL,12,SH,HL,
DISES,DN034,5/22/23,LN,12.5,NP,WL,12.5,NP,HL,
DISES,DN052,6/4/23,"MA, LN, AG",0.5,NP,WL,0.5,PG,BR,
DISES,DN052,6/4/23,"MA, LN, AG",1,NP,HL,1,NP,HL,
DISES,DN052,6/4/23,"MA, LN, AG",1.5,PG,HL,1.5,WL,BR,
DISES,DN052,6/4/23,"MA, LN, AG",2,WL,BR,2,WL,HL,
DISES,DN052,6/4/23,"MA, LN, AG",2.5,NP,R,2.5,NP,BR,
DISES,DN052,6/4/23,"MA, LN, AG",3,NP,HL,3,SH,BR,
DISES,DN052,6/4/23,"MA, LN, AG",3.5,NP,HL,3.5,SH,HL,
DISES,DN052,6/4/23,"MA, LN, AG",4,NP,HL,4,SH,BR,
DISES,DN052,6/4/23,"MA, LN, AG",4.5,NP,WL,4.5,NP,BR,
DISES,DN052,6/4/23,"MA, LN, AG",5,NP,HL,5,SH,HL,
DISES,DN052,6/4/23,"MA, LN, AG",5.5,NP,R,5.5,WL,HL,
DISES,DN052,6/4/23,"MA, LN, AG",6,NP,R,6,WL,S,
DISES,DN052,6/4/23,"MA, LN, AG",6.5,WL,HL,6.5,NP,HL,
DISES,DN052,6/4/23,"MA, LN, AG",7,PG,HL,7,WL,HL,
DISES,DN052,6/4/23,"MA, LN, AG",7.5,NP,R,7.5,WL,BR,
DISES,DN052,6/4/23,"MA, LN, AG",8,HL,R,8,SH,BR,
DISES,DN052,6/4/23,"MA, LN, AG",8.5,NP,R,8.5,SH,B-PG,
DISES,DN052,6/4/23,"MA, LN, AG",9,NP,BR,9,WL,WL,
DISES,DN052,6/4/23,"MA, LN, AG",9.5,NP,BR,9.5,NP,R,
DISES,DN052,6/4/23,"MA, LN, AG",10,NP,BR,10,NP,WL,
DISES,DN052,6/4/23,"MA, LN, AG",10.5,NP,BR,10.5,NP,BR,
DISES,DN052,6/4/23,"MA, LN, AG",11,NP,BR,11,PG,HL,
DISES,DN052,6/4/23,"MA, LN, AG",11.5,NP,BR,11.5,NP,BR,
DISES,DN052,6/4/23,"MA, LN, AG",12,HL,R,12,PG,HL,
DISES,DN052,6/4/23,"MA, LN, AG",12.5,NP,R,12.5,PG,HL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",0.5,T,PG,0.5,T,R,
DISES,DN007,7/8/23,"SG, LN, MB, CP",1,T,PG,1,T,HL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",1.5,T,PG,1.5,NP,R,
DISES,DN007,7/8/23,"SG, LN, MB, CP",2,NP,WL,2,NP,R,
DISES,DN007,7/8/23,"SG, LN, MB, CP",2.5,NP,WL,2.5,NP,HL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",3,NP,WL,3,NP,HL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",3.5,NP,PG,3.5,NP,HL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",4,NP,PG,4,NP,PG,
DISES,DN007,7/8/23,"SG, LN, MB, CP",4.5,NP,R,4.5,PG,PG,
DISES,DN007,7/8/23,"SG, LN, MB, CP",5,NP,PG,5,NP,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",5.5,NP,WL,5.5,T,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",6,NP,R,6,NP,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",6.5,NP,R,6.5,NP,HL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",7,NP,HL,7,NP,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",7.5,T,HL,7.5,NP,S,
DISES,DN007,7/8/23,"SG, LN, MB, CP",8,T,R,8,T,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",8.5,NP,HL,8.5,T,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",9,NP,PG,9,T,R,
DISES,DN007,7/8/23,"SG, LN, MB, CP",9.5,NP,PG,9.5,T,PG,
DISES,DN007,7/8/23,"SG, LN, MB, CP",10,T,PG,10,NP,PG,
DISES,DN007,7/8/23,"SG, LN, MB, CP",10.5,T,PG,10.5,NP,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",11,NP,WL,11,NP,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",11.5,NP,WL,11.5,NP,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",12,T,HL,12,NP,WL,
DISES,DN007,7/8/23,"SG, LN, MB, CP",12.5,NP,PG,12.5,NP,WL,
DISES ,DN046,7/6/23,"MR, SG, LN",0.5,T,HL,0.5,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",1,T,WL,1,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",1.5,T,HL,1.5,NP,R,
DISES ,DN046,7/6/23,"MR, SG, LN",2,NP,HL,2,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",2.5,NP,WL,2.5,PF,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",3,T,HL,3,NP,WL,
DISES ,DN046,7/6/23,"MR, SG, LN",3.5,T,HL,3.5,NP,R,
DISES ,DN046,7/6/23,"MR, SG, LN",4,NP,WL,4,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",4.5,NP,S,4.5,NP,WL,
DISES ,DN046,7/6/23,"MR, SG, LN",5,NP,R,5,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",5.5,NP,HL,5.5,NP,R,
DISES ,DN046,7/6/23,"MR, SG, LN",6,NP,HL,6,SH,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",6.5,PF,R,6.5,T,WL,
DISES ,DN046,7/6/23,"MR, SG, LN",7,NP,R,7,T,R,
DISES ,DN046,7/6/23,"MR, SG, LN",7.5,PF,HL,7.5,NP,WL,
DISES ,DN046,7/6/23,"MR, SG, LN",8,PF,HL,8,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",8.5,PF,HL,8.5,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",9,NP,HL,9,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",9.5,NP,R,9.5,PF,PF,
DISES ,DN046,7/6/23,"MR, SG, LN",10,SH,HL,10,NP,WL,
DISES ,DN046,7/6/23,"MR, SG, LN",10.5,NP,HL,10.5,T,R,
DISES ,DN046,7/6/23,"MR, SG, LN",11,PF,HL,11,PF,WL,
DISES ,DN046,7/6/23,"MR, SG, LN",11.5,NP,HL,11.5,PF,R,
DISES ,DN046,7/6/23,"MR, SG, LN",12,NP,HL,12,NP,HL,
DISES ,DN046,7/6/23,"MR, SG, LN",12.5,T,R,12.5,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",0.5,PG,HL,0.5,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",1,PG,HL,1,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",1.5,NP,HL,1.5,NP,WL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",2,NP,HL,2,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",2.5,NP,HL,2.5,NP,WL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",3,NP,HL,3,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",3.5,NP,HL,3.5,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",4,NP,WL,4,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",4.5,PG,HL,4.5,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",5,NP,HL,5,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",5.5,PG,HL,5.5,T,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",6,SH,HL,6,T,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",6.5,NP,HL,6.5,AF,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",7,NP,HL,7,PG,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",7.5,T,HL,7.5,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",8,T,HL,8,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",8.5,T,HL,8.5,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",9,NP,HL,9,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",9.5,NP,WL,9.5,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",10,T,HL,10,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",10.5,NP,WL,10.5,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",11,NP,WL,11,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",11.5,NP,HL,11.5,SH,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",12,NP,HL,12,NP,HL,
DISES ,DN073,7/6/23,"MB, MQ, MA, CP",12.5,T,HL,12.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",0.5,NP,HL,0.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",1,NP,WL,1,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",1.5,PG,WL,1.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",2,T,HL,2,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",2.5,NP,HL,2.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",3,NP,HL,3,T,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",3.5,NP,HL,3.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",4,NP,R,4,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",4.5,NP,HL,4.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",5,T,HL,5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",5.5,NP,HL,5.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",6,NP,WL,6,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",6.5,NP,HL,6.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",7,NP,WL,7,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",7.5,NP,WL,7.5,NP,WL,
DISES,DN018,5/23/23,"AG, LN, MA ",8,NP,R,8,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",8.5,NP,WL,8.5,NP,S,
DISES,DN018,5/23/23,"AG, LN, MA ",9,SH,HL,9,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",9.5,NP,HL,9.5,NP,R,
DISES,DN018,5/23/23,"AG, LN, MA ",10,PG,R,10,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",10.5,NP,R,10.5,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",11,NP,HL,11,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",11.5,NP,R,11.5,SH,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",12,NP,WL,12,NP,HL,
DISES,DN018,5/23/23,"AG, LN, MA ",12.5,PG,HL,12.5,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",0.5,NP,HL,0.5,NP,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",1,NP,T,1,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",1.5,NP,HL,1.5,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",2,NP,S,2,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",2.5,NP,HL,2.5,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",3,SH,HL,3,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",3.5,SH,HL,3.5,NP,S,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",4,SH,HL,4,NP,S,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",4.5,SH,HL,4.5,PF,S,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",5,SH,R,5,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",5.5,SH,R,5.5,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",6,SH,HL,6,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",6.5,SH,HL,6.5,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",7,SH,HL,7,PF,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",7.5,SH,HL,7.5,SH,WL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",8,SH,HL,8,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",8.5,SH,HL,8.5,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",9,NP,HL,9,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",9.5,NP,R,9.5,NP,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",10,SH,R,10,NP,S,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",10.5,NP,R,10.5,SH,S,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",11,NP,WL,11,SH,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",11.5,NP,WL,11.5,PF,HL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",12,NP,R,12,SH,WL,
DISES,DN058,7/5/23,"MQ, MA, MB, CP",12.5,NP,R,12.5,SH,HL,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",0.5,NP,B-PG,0.5,NP,HL,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",1,NP,WL,1,T,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",1.5,NP,WL,1.5,NP,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",2,NP,B-PG,2,NP,S,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",2.5,NP,B-PG,2.5,NP,S,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",3,NP,B-PG,3,NP,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",3.5,NP,R,3.5,NP,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",4,NP,R,4,NP,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",4.5,NP,R,4.5,NP,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",5,NP,B-PG,5,NP,S,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",5.5,NP,R,5.5,NP,HL,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",6,NP,R,6,NP,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",6.5,T,HL,6.5,NP,BR,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",7,T,R,7,NP,BR,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",7.5,T,B-PG,7.5,NP,B-PG,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",8,T,B-PG,8,NP,S,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",8.5,T,B-PG,8.5,NP,R,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",9,T,B-PG,9,NP,HL,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",9.5,NP,HL,9.5,NP,HL,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",10,NP,S,10,NP,S,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",10.5,NP,HL,10.5,NP,B-PG,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",11,NP,B-PG,11,NP,B-PG,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",11.5,NP,R,11.5,NP,HL,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",12,NP,BR,12,NP,S,
NOAA,NOAA096,7/9/23,"SG, LN, MB, CP",12.5,NP,BR,12.5,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",0.5,NP,HL,0.5,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",1,NP,S,1,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",1.5,NP,HL,1.5,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",2,NP,HL,2,PG,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",2.5,NP,HL,2.5,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",3,NP,R,3,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",3.5,NP,HL,3.5,PG,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",4,NP,HL,4,PG,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",4.5,NP,HL,4.5,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",5,NP,HL,5,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",5.5,NP,HL,5.5,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",6,NP,HL,6,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",6.5,NP,HL,6.5,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",7,NP,R,7,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",7.5,PG,HL,7.5,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",8,NP,HL,8,PG,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",8.5,NP,R,8.5,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",9,NP,HL,9,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",9.5,NP,R,9.5,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",10,PG,HL,10,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",10.5,NP,WL,10.5,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",11,HL,WL,11,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",11.5,NP,WL,11.5,NP,R,
DISES,DN003,7/8/23,"SG, LN, MB, CP",12,NP,R,12,NP,HL,
DISES,DN003,7/8/23,"SG, LN, MB, CP",12.5,NP,HL,12.5,NP,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",0.5,NP,HL,0.5,NP,R,
DISES,DN062,7/7/23,"MB, SG, LN, CP",1,PG,HL,1,PG,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",1.5,PG,HL,1.5,AG,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",2,NP,HL,2,T,R,
DISES,DN062,7/7/23,"MB, SG, LN, CP",2.5,PG,HL,2.5,T,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",3,PG,HL,3,T,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",3.5,NP,HL,3.5,T,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",4,NP,R,4,NP,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",4.5,PG,HL,4.5,SH,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",5,AG,HL,5,PG,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",5.5,PG,HL,5.5,NP,WL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",6,AG,R,6,NP,WL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",6.5,NP,WL,6.5,NP,WL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",7,NP,HL,7,T,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",7.5,NP,HL,7.5,T,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",8,PG,HL,8,T,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",8.5,AG,HL,8.5,NP,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",9,PG,HL,9,NP,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",9.5,NP,HL,9.5,NP,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",10,NP,HL,10,PG,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",10.5,PG,R,10.5,NP,HL,
DISES,DN062,7/7/23,"MB, SG, LN, CP",11,PG,S,11,PG,R,
DISES,DN062,7/7/23,"MB, SG, LN, CP",11.5,NP,S,11.5,PG,R,
DISES,DN062,7/7/23,"MB, SG, LN, CP",12,AG,S,12,NP,R,
DISES,DN062,7/7/23,"MB, SG, LN, CP",12.5,NP,S,12.5,PG,HL,
DISES,DN011,8/19/23,"LN (ER, KN)",0.5,NP,HL,0.5,NP,S,
DISES,DN011,8/19/23,"LN (ER, KN)",1,NP,R,1,NP,S,
DISES,DN011,8/19/23,"LN (ER, KN)",1.5,NP,R,1.5,NP,S,
DISES,DN011,8/19/23,"LN (ER, KN)",2,SU,B-SU,2,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",2.5,NP,S,2.5,SU,B-SU,
DISES,DN011,8/19/23,"LN (ER, KN)",3,NP,S,3,SU,B-SU,
DISES,DN011,8/19/23,"LN (ER, KN)",3.5,NP,S,3.5,NP,S,
DISES,DN011,8/19/23,"LN (ER, KN)",4,NP,S,4,NP,S,
DISES,DN011,8/19/23,"LN (ER, KN)",4.5,SU,B-SU,4.5,SU,B-SU,
DISES,DN011,8/19/23,"LN (ER, KN)",5,NP,R,5,SH,HL,
DISES,DN011,8/19/23,"LN (ER, KN)",5.5,SU,B-SU,5.5,SH,B-PG,
DISES,DN011,8/19/23,"LN (ER, KN)",6,NP,R,6,SU,B-SU,
DISES,DN011,8/19/23,"LN (ER, KN)",6.5,SU,S,6.5,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",7,NP,S,7,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",7.5,NP,S,7.5,NP,HL,
DISES,DN011,8/19/23,"LN (ER, KN)",8,NP,R,8,PG,B-PG,
DISES,DN011,8/19/23,"LN (ER, KN)",8.5,NP,HL,8.5,NP,S,
DISES,DN011,8/19/23,"LN (ER, KN)",9,NP,S,9,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",9.5,NP,S,9.5,NP,S,
DISES,DN011,8/19/23,"LN (ER, KN)",10,NP,R,10,NP,BC,
DISES,DN011,8/19/23,"LN (ER, KN)",10.5,NP,S,10.5,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",11,NP,WL,11,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",11.5,NP,R,11.5,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",12,NP,HL,12,NP,WL,
DISES,DN011,8/19/23,"LN (ER, KN)",12.5,NP,S,12.5,SH,HL,
DISES,DN010,8/9/23,"AED, LN, CP",0.5,NP,R,0.5,PG,S,
DISES,DN010,8/9/23,"AED, LN, CP",1,NP,BC,1,PF,R,
DISES,DN010,8/9/23,"AED, LN, CP",1.5,NP,BC,1.5,PG,S,
DISES,DN010,8/9/23,"AED, LN, CP",2,NP,R,2,PG,S,
DISES,DN010,8/9/23,"AED, LN, CP",2.5,NP,S,2.5,PG,R,
DISES,DN010,8/9/23,"AED, LN, CP",3,NP,R,3,SH,HL,
DISES,DN010,8/9/23,"AED, LN, CP",3.5,NP,HL,3.5,PG,HL,
DISES,DN010,8/9/23,"AED, LN, CP",4,NP,S,4,PG,R,
DISES,DN010,8/9/23,"AED, LN, CP",4.5,NP,HL,4.5,NP,HL,
DISES,DN010,8/9/23,"AED, LN, CP",5,NP,S,5,SH,S,
DISES,DN010,8/9/23,"AED, LN, CP",5.5,NP,HL,5.5,SH,WL,
DISES,DN010,8/9/23,"AED, LN, CP",6,PF,HL,6,SH,HL,
DISES,DN010,8/9/23,"AED, LN, CP",6.5,T,HL,6.5,SH,R,
DISES,DN010,8/9/23,"AED, LN, CP",7,SH,HL,7,SH,R,
DISES,DN010,8/9/23,"AED, LN, CP",7.5,SH,HL,7.5,NP,HL,
DISES,DN010,8/9/23,"AED, LN, CP",8,SH,HL,8,PG,HL,
DISES,DN010,8/9/23,"AED, LN, CP",8.5,SH,BC,8.5,PG,HL,
DISES,DN010,8/9/23,"AED, LN, CP",9,T,HL,9,SH,HL,
DISES,DN010,8/9/23,"AED, LN, CP",9.5,T,HL,9.5,PF,HL,
DISES,DN010,8/9/23,"AED, LN, CP",10,T,HL,10,PF,HL,
DISES,DN010,8/9/23,"AED, LN, CP",10.5,T,HL,10.5,NP,BC,
DISES,DN010,8/9/23,"AED, LN, CP",11,T,HL,11,SH,HL,
DISES,DN010,8/9/23,"AED, LN, CP",11.5,T,HL,11.5,PG,HL,
DISES,DN010,8/9/23,"AED, LN, CP",12,NP,HL,12,PG,HL,
DISES,DN010,8/9/23,"AED, LN, CP",12.5,NP,S,12.5,T,HL,
DISES,DC074,8/10/23,"AED, LN, CP",0.5,SH,HL,0.5,PF,S,
DISES,DC074,8/10/23,"AED, LN, CP",1,PF,HL,1,NP,S,
DISES,DC074,8/10/23,"AED, LN, CP",1.5,PF,R,1.5,PF,HL,
DISES,DC074,8/10/23,"AED, LN, CP",2,SH,R,2,NP,HL,
DISES,DC074,8/10/23,"AED, LN, CP",2.5,SH,HL,2.5,NP,S,
